kabkota_code,kabkota_name,week_start_date,t_mean,t_min,t_max,hu_mean,ws_mean,tcc_mean,rain_hours,rain_frac,hours
51.02,KAB. TABANAN,2025-02-24,27.93,26.27,29.58,82.99,14.57,59.84,62,0.369,168
51.02,KAB. TABANAN,2025-03-03,28.29,26.63,29.8,84.8,11.46,71.15,62,0.369,168
51.02,KAB. TABANAN,2025-03-10,27.67,26.03,29.36,77.82,13.08,58.18,42,0.25,168
51.02,KAB. TABANAN,2025-03-17,27.58,25.88,29.29,80.74,13.24,54.15,59,0.3512,168
51.02,KAB. TABANAN,2025-03-24,27.28,25.7,28.8,77.96,12.32,62.9,47,0.2798,168
51.02,KAB. TABANAN,2025-03-31,27.21,25.55,28.9,76.66,11.73,61.79,25,0.1488,168
51.02,KAB. TABANAN,2025-04-07,27.76,26.03,29.31,76.79,10.31,53.35,35,0.2083,168
51.02,KAB. TABANAN,2025-04-14,26.41,24.84,28.17,78.71,12.04,44.19,18,0.1071,168
51.02,KAB. TABANAN,2025-04-21,27.04,25.33,28.62,76.21,11.79,52.73,19,0.1131,168
51.02,KAB. TABANAN,2025-04-28,26.87,25.2,28.54,78.5,11.77,43.06,8,0.0476,168
51.02,KAB. TABANAN,2025-05-05,26.96,25.23,28.71,76.85,10.23,50.33,29,0.1726,168
51.02,KAB. TABANAN,2025-05-12,26.65,25.01,28.32,77.25,8.59,51.66,18,0.1071,168
51.02,KAB. TABANAN,2025-05-19,27.11,25.52,28.78,76.87,7.97,29.79,19,0.1131,168
51.02,KAB. TABANAN,2025-05-26,26.88,25.16,28.45,76.95,6.66,39.62,22,0.131,168
51.02,KAB. TABANAN,2025-06-02,27.1,25.55,28.88,77.0,8.71,41.3,31,0.1845,168
51.02,KAB. TABANAN,2025-06-09,26.58,24.84,28.22,79.15,9.27,56.54,9,0.0536,168
51.02,KAB. TABANAN,2025-06-16,25.8,24.04,27.51,80.39,7.45,51.4,13,0.0774,168
51.02,KAB. TABANAN,2025-06-23,27.69,26.16,29.27,74.68,8.72,43.9,20,0.119,168
51.02,KAB. TABANAN,2025-06-30,27.03,25.4,28.54,77.85,9.48,44.56,6,0.0357,168
51.02,KAB. TABANAN,2025-07-07,27.12,25.54,28.68,78.79,8.32,40.58,20,0.119,168
51.02,KAB. TABANAN,2025-07-14,27.17,25.41,28.72,78.83,6.71,48.19,18,0.1071,168
51.02,KAB. TABANAN,2025-07-21,28.31,26.65,30.08,75.76,6.54,53.78,22,0.131,168
51.02,KAB. TABANAN,2025-07-28,27.73,26.15,29.51,80.5,7.44,53.06,22,0.131,168
51.02,KAB. TABANAN,2025-08-04,27.35,25.64,28.93,78.21,6.05,54.35,38,0.2262,168
51.02,KAB. TABANAN,2025-08-11,27.44,25.69,29.04,83.79,7.09,53.89,45,0.2679,168
51.03,KAB. BADUNG,2024-08-19,27.07,25.44,28.61,78.88,9.86,46.13,40,0.2381,168
51.03,KAB. BADUNG,2024-08-26,27.64,26.01,29.43,80.04,9.07,36.06,44,0.2619,168
51.03,KAB. BADUNG,2024-09-02,27.24,25.53,28.82,77.13,7.54,44.57,21,0.125,168
51.03,KAB. BADUNG,2024-09-09,27.27,25.75,28.95,81.82,6.99,50.63,16,0.0952,168
51.03,KAB. BADUNG,2024-09-16,27.46,25.8,29.11,75.38,7.36,54.79,29,0.1726,168
51.03,KAB. BADUNG,2024-09-23,26.74,25.13,28.31,78.91,6.96,55.34,15,0.0893,168
51.03,KAB. BADUNG,2024-09-30,26.41,24.89,28.08,78.96,8.04,54.87,6,0.0357,168
51.03,KAB. BADUNG,2024-10-07,26.59,24.89,28.1,76.98,6.92,46.73,5,0.0298,168
51.03,KAB. BADUNG,2024-10-14,27.33,25.71,28.9,75.27,6.77,45.25,21,0.125,168
51.03,KAB. BADUNG,2024-10-21,26.81,25.1,28.48,76.69,9.29,52.48,10,0.0595,168
51.03,KAB. BADUNG,2024-10-28,26.36,24.66,27.92,78.58,7.05,45.6,14,0.0833,168
51.03,KAB. BADUNG,2024-11-04,27.72,26.04,29.48,77.32,7.28,44.44,23,0.1369,168
51.03,KAB. BADUNG,2024-11-11,26.64,24.94,28.27,78.16,6.0,45.37,22,0.131,168
51.03,KAB. BADUNG,2024-11-18,27.57,25.83,29.29,75.52,6.2,39.76,29,0.1726,168
51.03,KAB. BADUNG,2024-11-25,27.55,25.82,29.2,74.21,9.1,39.82,46,0.2738,168
51.03,KAB. BADUNG,2024-12-02,27.65,26.04,29.41,80.17,7.3,50.46,37,0.2202,168
51.03,KAB. BADUNG,2024-12-09,27.79,26.0,29.5,82.08,7.24,55.23,41,0.244,168
51.03,KAB. BADUNG,2024-12-16,28.3,26.59,29.91,82.03,6.34,48.85,47,0.2798,168
51.03,KAB. BADUNG,2024-12-23,27.76,26.01,29.5,79.86,7.24,61.88,43,0.256,168
51.03,KAB. BADUNG,2024-12-30,27.2,25.57,28.98,80.34,7.42,63.25,55,0.3274,168
51.03,KAB. BADUNG,2025-01-06,28.03,26.37,29.54,78.95,7.77,50.94,63,0.375,168
51.03,KAB. BADUNG,2025-01-13,27.99,26.32,29.75,80.4,9.21,63.37,51,0.3036,168
51.03,KAB. BADUNG,2025-01-20,27.99,26.42,29.73,85.06,7.97,63.75,70,0.4167,168
51.03,KAB. BADUNG,2025-01-27,27.8,26.01,29.44,82.18,9.36,68.7,72,0.4286,168
51.03,KAB. BADUNG,2025-02-03,28.4,26.68,30.1,82.79,10.49,65.9,79,0.4702,168
51.03,KAB. BADUNG,2025-02-10,27.56,26.04,29.3,86.83,11.15,80.87,91,0.5417,168
51.03,KAB. BADUNG,2025-02-17,28.62,26.86,30.42,84.89,12.19,67.57,78,0.4643,168
51.03,KAB. BADUNG,2025-02-24,29.45,27.88,31.01,82.73,10.19,69.45,92,0.5476,168
51.03,KAB. BADUNG,2025-03-03,28.9,27.33,30.45,88.57,11.68,73.45,90,0.5357,168
51.03,KAB. BADUNG,2025-03-10,29.82,28.12,31.34,85.01,11.37,67.98,96,0.5714,168
51.03,KAB. BADUNG,2025-03-17,29.1,27.47,30.79,87.13,11.99,74.87,80,0.4762,168
51.03,KAB. BADUNG,2025-03-24,29.76,28.09,31.44,86.31,11.67,68.34,104,0.619,168
51.03,KAB. BADUNG,2025-03-31,28.72,27.01,30.33,89.19,13.64,68.31,109,0.6488,168
51.03,KAB. BADUNG,2025-04-07,28.89,27.13,30.5,86.73,11.19,79.92,95,0.5655,168
51.03,KAB. BADUNG,2025-04-14,27.87,26.29,29.48,89.59,13.14,78.69,99,0.5893,168
51.03,KAB. BADUNG,2025-04-21,29.84,28.14,31.45,87.25,13.09,75.17,115,0.6845,168
51.03,KAB. BADUNG,2025-04-28,28.53,26.87,30.17,86.98,12.28,74.42,97,0.5774,168
51.03,KAB. BADUNG,2025-05-05,28.28,26.59,30.07,88.4,14.48,74.01,100,0.5952,168
51.03,KAB. BADUNG,2025-05-12,28.33,26.75,29.95,87.27,12.63,73.24,86,0.5119,168
51.03,KAB. BADUNG,2025-05-19,29.38,27.82,31.0,88.66,12.27,72.24,92,0.5476,168
51.03,KAB. BADUNG,2025-05-26,28.49,26.79,30.07,83.32,11.5,67.75,80,0.4762,168
51.03,KAB. BADUNG,2025-06-02,28.55,26.84,30.3,83.62,12.39,62.68,93,0.5536,168
51.03,KAB. BADUNG,2025-06-09,28.68,27.05,30.35,86.68,13.42,69.98,85,0.506,168
51.03,KAB. BADUNG,2025-06-16,28.42,26.89,30.18,86.1,11.66,60.4,71,0.4226,168
51.03,KAB. BADUNG,2025-06-23,28.43,26.83,29.98,80.43,11.0,65.84,81,0.4821,168
51.03,KAB. BADUNG,2025-06-30,29.09,27.46,30.76,84.52,13.04,67.92,57,0.3393,168
51.03,KAB. BADUNG,2025-07-07,28.15,26.65,29.83,81.9,12.48,62.53,77,0.4583,168
51.03,KAB. BADUNG,2025-07-14,28.42,26.86,30.14,79.21,11.2,59.34,63,0.375,168
51.03,KAB. BADUNG,2025-07-21,27.14,25.48,28.81,79.29,10.79,52.46,56,0.3333,168
51.03,KAB. BADUNG,2025-07-28,27.34,25.62,29.08,76.78,9.26,56.9,49,0.2917,168
51.03,KAB. BADUNG,2025-08-04,27.48,25.76,29.09,77.39,10.66,44.77,37,0.2202,168
51.03,KAB. BADUNG,2025-08-11,28.0,26.22,29.59,80.39,10.92,50.39,22,0.131,168
51.04,KAB. GIANYAR,2024-08-19,29.3,27.79,30.83,89.53,11.92,74.04,115,0.6845,168
51.04,KAB. GIANYAR,2024-08-26,29.58,27.95,31.17,87.64,12.09,71.22,103,0.6131,168
51.04,KAB. GIANYAR,2024-09-02,28.57,26.9,30.17,87.13,13.22,81.75,104,0.619,168
51.04,KAB. GIANYAR,2024-09-09,29.0,27.28,30.76,88.79,12.01,68.61,102,0.6071,168
51.04,KAB. GIANYAR,2024-09-16,29.73,28.22,31.49,86.14,11.44,65.91,103,0.6131,168
51.04,KAB. GIANYAR,2024-09-23,29.31,27.74,30.94,87.37,10.79,76.22,95,0.5655,168
51.04,KAB. GIANYAR,2024-09-30,28.53,26.99,30.1,85.02,11.28,69.81,88,0.5238,168
51.04,KAB. GIANYAR,2024-10-07,28.83,27.07,30.6,83.54,9.77,74.69,101,0.6012,168
51.04,KAB. GIANYAR,2024-10-14,29.85,28.24,31.5,88.1,11.08,68.3,96,0.5714,168
51.04,KAB. GIANYAR,2024-10-21,29.08,27.34,30.82,86.99,9.5,73.57,93,0.5536,168
51.04,KAB. GIANYAR,2024-10-28,27.93,26.24,29.62,85.06,9.89,74.04,80,0.4762,168
51.04,KAB. GIANYAR,2024-11-04,28.02,26.51,29.56,86.53,9.08,75.37,80,0.4762,168
51.04,KAB. GIANYAR,2024-11-11,28.62,26.93,30.13,86.3,7.88,67.0,82,0.4881,168
51.04,KAB. GIANYAR,2024-11-18,28.42,26.73,29.99,83.23,8.13,54.29,71,0.4226,168
51.04,KAB. GIANYAR,2024-11-25,27.01,25.46,28.7,82.89,7.37,68.45,67,0.3988,168
51.04,KAB. GIANYAR,2024-12-02,28.96,27.34,30.6,83.09,9.04,63.29,62,0.369,168
51.04,KAB. GIANYAR,2024-12-09,28.17,26.48,29.93,87.72,7.04,57.62,48,0.2857,168
51.04,KAB. GIANYAR,2024-12-16,27.54,25.96,29.11,84.49,6.36,59.82,57,0.3393,168
51.04,KAB. GIANYAR,2024-12-23,27.43,25.63,29.03,76.04,6.88,53.99,42,0.25,168
51.04,KAB. GIANYAR,2024-12-30,27.5,25.98,29.23,77.38,6.81,52.1,36,0.2143,168
51.04,KAB. GIANYAR,2025-01-06,28.92,27.15,30.57,79.4,7.76,51.27,23,0.1369,168
51.04,KAB. GIANYAR,2025-01-13,27.68,25.98,29.41,80.13,6.74,55.08,40,0.2381,168
51.04,KAB. GIANYAR,2025-01-20,26.86,25.21,28.66,79.19,6.97,46.11,28,0.1667,168
51.04,KAB. GIANYAR,2025-01-27,26.78,25.02,28.58,76.93,8.11,50.0,21,0.125,168
51.04,KAB. GIANYAR,2025-02-03,26.69,24.93,28.24,80.85,8.17,50.12,31,0.1845,168
51.04,KAB. GIANYAR,2025-02-10,26.85,25.22,28.38,74.28,5.47,43.73,29,0.1726,168
51.04,KAB. GIANYAR,2025-02-17,26.5,24.96,28.18,74.08,8.38,39.68,16,0.0952,168
51.04,KAB. GIANYAR,2025-02-24,27.08,25.55,28.67,79.8,8.46,45.04,16,0.0952,168
51.04,KAB. GIANYAR,2025-03-03,27.64,25.92,29.25,77.08,7.3,48.43,4,0.0238,168
51.04,KAB. GIANYAR,2025-03-10,27.04,25.26,28.62,77.55,10.28,45.8,37,0.2202,168
51.04,KAB. GIANYAR,2025-03-17,26.48,24.89,28.25,80.16,9.58,43.18,25,0.1488,168
51.04,KAB. GIANYAR,2025-03-24,27.74,26.1,29.37,76.94,9.22,43.78,35,0.2083,168
51.04,KAB. GIANYAR,2025-03-31,26.92,25.15,28.67,78.05,9.9,47.39,23,0.1369,168
51.04,KAB. GIANYAR,2025-04-07,26.63,24.88,28.21,79.62,11.67,47.51,9,0.0536,168
51.04,KAB. GIANYAR,2025-04-14,26.83,25.15,28.6,78.86,11.79,48.46,13,0.0774,168
51.04,KAB. GIANYAR,2025-04-21,26.96,25.33,28.66,76.88,8.04,49.22,27,0.1607,168
51.04,KAB. GIANYAR,2025-04-28,27.78,26.0,29.37,80.51,11.05,48.8,55,0.3274,168
51.04,KAB. GIANYAR,2025-05-05,26.93,25.31,28.43,77.79,12.87,43.12,53,0.3155,168
51.04,KAB. GIANYAR,2025-05-12,28.08,26.45,29.77,80.81,9.28,47.2,46,0.2738,168
51.04,KAB. GIANYAR,2025-05-19,27.35,25.58,29.05,80.96,10.48,57.52,52,0.3095,168
51.04,KAB. GIANYAR,2025-05-26,27.56,25.98,29.08,79.03,9.98,55.25,49,0.2917,168
51.04,KAB. GIANYAR,2025-06-02,27.97,26.2,29.64,79.25,13.53,61.36,59,0.3512,168
51.04,KAB. GIANYAR,2025-06-09,27.81,26.19,29.55,80.64,12.15,55.54,50,0.2976,168
51.04,KAB. GIANYAR,2025-06-16,28.24,26.48,29.94,81.47,14.06,70.82,65,0.3869,168
51.04,KAB. GIANYAR,2025-06-23,29.16,27.44,30.87,85.19,13.29,66.08,70,0.4167,168
51.04,KAB. GIANYAR,2025-06-30,28.51,26.71,30.27,83.67,12.74,70.77,70,0.4167,168
51.04,KAB. GIANYAR,2025-07-07,28.28,26.5,29.92,84.92,12.31,69.78,87,0.5179,168
51.04,KAB. GIANYAR,2025-07-14,28.34,26.64,29.89,84.65,14.65,68.6,91,0.5417,168
51.04,KAB. GIANYAR,2025-07-21,28.62,27.08,30.25,81.73,13.29,69.71,69,0.4107,168
51.04,KAB. GIANYAR,2025-07-28,28.65,26.97,30.2,87.84,12.67,76.7,100,0.5952,168
51.04,KAB. GIANYAR,2025-08-04,28.99,27.28,30.49,86.4,12.38,79.6,93,0.5536,168
51.04,KAB. GIANYAR,2025-08-11,29.38,27.64,31.17,87.04,13.42,76.56,84,0.5,168
51.05,KAB. KLUNGKUNG,2024-08-19,26.97,25.39,28.69,77.08,9.44,38.9,14,0.0833,168
51.05,KAB. KLUNGKUNG,2024-08-26,26.38,24.61,27.89,75.06,7.82,50.58,3,0.0179,168
51.05,KAB. KLUNGKUNG,2024-09-02,27.17,25.62,28.92,74.56,7.18,39.49,15,0.0893,168
51.05,KAB. KLUNGKUNG,2024-09-09,27.0,25.41,28.71,77.2,7.69,52.79,17,0.1012,168
51.05,KAB. KLUNGKUNG,2024-09-16,26.91,25.19,28.68,78.06,6.03,39.66,25,0.1488,168
51.05,KAB. KLUNGKUNG,2024-09-23,26.76,25.13,28.33,77.9,6.34,53.14,26,0.1548,168
51.05,KAB. KLUNGKUNG,2024-09-30,27.27,25.6,28.91,79.48,6.34,46.62,25,0.1488,168
51.05,KAB. KLUNGKUNG,2024-10-07,27.29,25.5,28.92,76.09,6.4,54.01,48,0.2857,168
51.05,KAB. KLUNGKUNG,2024-10-14,27.92,26.29,29.52,80.12,5.92,55.22,36,0.2143,168
51.05,KAB. KLUNGKUNG,2024-10-21,26.77,25.13,28.44,75.19,8.09,54.38,41,0.244,168
51.05,KAB. KLUNGKUNG,2024-10-28,27.94,26.22,29.65,80.21,8.79,49.17,45,0.2679,168
51.05,KAB. KLUNGKUNG,2024-11-04,26.65,24.98,28.27,84.03,7.38,59.97,54,0.3214,168
51.05,KAB. KLUNGKUNG,2024-11-11,27.66,25.98,29.21,82.17,7.09,62.66,66,0.3929,168
51.05,KAB. KLUNGKUNG,2024-11-18,27.0,25.32,28.67,84.38,6.17,62.12,57,0.3393,168
51.05,KAB. KLUNGKUNG,2024-11-25,28.83,27.09,30.37,84.88,7.91,64.73,63,0.375,168
51.05,KAB. KLUNGKUNG,2024-12-02,28.24,26.54,29.92,82.28,9.12,51.58,62,0.369,168
51.05,KAB. KLUNGKUNG,2024-12-09,28.94,27.35,30.48,84.58,8.65,64.26,66,0.3929,168
51.05,KAB. KLUNGKUNG,2024-12-16,28.87,27.2,30.64,83.36,9.68,79.65,79,0.4702,168
51.05,KAB. KLUNGKUNG,2024-12-23,28.9,27.28,30.5,83.14,10.06,61.03,80,0.4762,168
51.05,KAB. KLUNGKUNG,2024-12-30,28.63,27.05,30.38,82.68,10.34,74.73,88,0.5238,168
51.05,KAB. KLUNGKUNG,2025-01-06,28.76,26.96,30.54,84.75,9.36,71.01,103,0.6131,168
51.05,KAB. KLUNGKUNG,2025-01-13,28.76,27.2,30.4,87.2,11.8,74.76,85,0.506,168
51.05,KAB. KLUNGKUNG,2025-01-20,29.18,27.61,30.71,88.2,10.69,72.95,90,0.5357,168
51.05,KAB. KLUNGKUNG,2025-01-27,29.94,28.14,31.69,91.09,10.87,68.28,91,0.5417,168
51.05,KAB. KLUNGKUNG,2025-02-03,29.38,27.62,30.89,89.77,10.58,72.5,102,0.6071,168
51.05,KAB. KLUNGKUNG,2025-02-10,29.04,27.38,30.69,89.26,10.93,75.34,113,0.6726,168
51.05,KAB. KLUNGKUNG,2025-02-17,29.22,27.55,31.01,84.09,11.22,72.25,96,0.5714,168
51.05,KAB. KLUNGKUNG,2025-02-24,28.84,27.09,30.36,88.88,12.81,69.97,103,0.6131,168
51.05,KAB. KLUNGKUNG,2025-03-03,29.65,28.06,31.31,89.23,10.92,76.06,101,0.6012,168
51.05,KAB. KLUNGKUNG,2025-03-10,29.56,27.94,31.35,86.8,13.06,78.55,96,0.5714,168
51.05,KAB. KLUNGKUNG,2025-03-17,29.8,28.0,31.57,86.07,13.38,69.57,96,0.5714,168
51.05,KAB. KLUNGKUNG,2025-03-24,29.02,27.26,30.53,85.18,13.77,74.39,98,0.5833,168
51.05,KAB. KLUNGKUNG,2025-03-31,28.62,27.03,30.27,90.05,13.29,68.56,107,0.6369,168
51.05,KAB. KLUNGKUNG,2025-04-07,28.23,26.58,29.84,86.33,13.98,68.45,92,0.5476,168
51.05,KAB. KLUNGKUNG,2025-04-14,29.27,27.62,30.96,84.51,12.69,64.28,84,0.5,168
51.05,KAB. KLUNGKUNG,2025-04-21,29.03,27.41,30.73,88.67,12.55,63.55,69,0.4107,168
51.05,KAB. KLUNGKUNG,2025-04-28,28.93,27.35,30.62,82.45,13.65,64.81,80,0.4762,168
51.05,KAB. KLUNGKUNG,2025-05-05,28.22,26.57,29.86,84.72,13.44,67.92,60,0.3571,168
51.05,KAB. KLUNGKUNG,2025-05-12,28.02,26.42,29.54,81.7,12.64,66.45,53,0.3155,168
51.05,KAB. KLUNGKUNG,2025-05-19,28.19,26.61,29.94,81.47,12.48,62.35,53,0.3155,168
51.05,KAB. KLUNGKUNG,2025-05-26,26.98,25.39,28.49,79.89,11.06,67.12,45,0.2679,168
51.05,KAB. KLUNGKUNG,2025-06-02,27.47,25.71,29.08,85.61,11.71,60.47,39,0.2321,168
51.05,KAB. KLUNGKUNG,2025-06-09,27.24,25.68,28.85,79.79,12.04,48.39,36,0.2143,168
51.05,KAB. KLUNGKUNG,2025-06-16,27.56,25.99,29.33,80.93,12.59,51.09,27,0.1607,168
51.05,KAB. KLUNGKUNG,2025-06-23,26.95,25.16,28.74,80.52,9.72,42.71,27,0.1607,168
51.05,KAB. KLUNGKUNG,2025-06-30,28.16,26.54,29.91,75.33,10.36,46.19,14,0.0833,168
51.05,KAB. KLUNGKUNG,2025-07-07,26.9,25.17,28.66,76.83,8.87,45.13,17,0.1012,168
51.05,KAB. KLUNGKUNG,2025-07-14,26.75,25.02,28.39,74.99,9.0,51.9,33,0.1964,168
51.05,KAB. KLUNGKUNG,2025-07-21,26.31,24.81,27.93,79.61,9.28,39.54,13,0.0774,168
51.05,KAB. KLUNGKUNG,2025-07-28,27.07,25.49,28.79,78.56,6.88,51.95,20,0.119,168
51.05,KAB. KLUNGKUNG,2025-08-04,26.72,25.06,28.32,74.83,8.56,51.38,22,0.131,168
51.05,KAB. KLUNGKUNG,2025-08-11,27.06,25.31,28.79,78.17,7.95,42.04,10,0.0595,168
51.06,KAB. BANGLI,2024-08-19,27.16,25.57,28.69,77.75,9.28,53.88,47,0.2798,168
51.06,KAB. BANGLI,2024-08-26,27.78,26.15,29.31,80.35,8.88,45.77,42,0.25,168
51.06,KAB. BANGLI,2024-09-02,26.96,25.33,28.56,79.25,9.51,52.35,21,0.125,168
51.06,KAB. BANGLI,2024-09-09,26.84,25.07,28.47,75.73,9.11,47.79,31,0.1845,168
51.06,KAB. BANGLI,2024-09-16,27.19,25.55,28.71,77.44,7.66,45.99,31,0.1845,168
51.06,KAB. BANGLI,2024-09-23,26.59,24.87,28.31,76.01,7.32,45.42,4,0.0238,168
51.06,KAB. BANGLI,2024-09-30,25.88,24.28,27.39,77.26,6.69,47.82,21,0.125,168
51.06,KAB. BANGLI,2024-10-07,27.38,25.84,28.92,80.02,5.64,44.39,21,0.125,168
51.06,KAB. BANGLI,2024-10-14,27.41,25.63,28.97,75.7,7.32,48.64,8,0.0476,168
51.06,KAB. BANGLI,2024-10-21,26.8,25.27,28.48,77.34,7.63,34.65,27,0.1607,168
51.06,KAB. BANGLI,2024-10-28,27.67,25.98,29.23,75.07,6.52,39.64,14,0.0833,168
51.06,KAB. BANGLI,2024-11-04,26.94,25.43,28.51,79.99,6.5,46.73,13,0.0774,168
51.06,KAB. BANGLI,2024-11-11,27.16,25.45,28.72,76.67,5.68,50.0,15,0.0893,168
51.06,KAB. BANGLI,2024-11-18,26.97,25.32,28.6,76.23,5.94,47.28,38,0.2262,168
51.06,KAB. BANGLI,2024-11-25,26.18,24.48,27.76,78.66,8.1,52.95,28,0.1667,168
51.06,KAB. BANGLI,2024-12-02,27.77,26.1,29.49,77.28,5.58,42.51,29,0.1726,168
51.06,KAB. BANGLI,2024-12-09,27.53,25.81,29.14,77.93,7.77,54.67,37,0.2202,168
51.06,KAB. BANGLI,2024-12-16,27.31,25.78,28.89,79.14,8.09,47.65,37,0.2202,168
51.06,KAB. BANGLI,2024-12-23,27.89,26.09,29.56,78.62,8.88,58.04,41,0.244,168
51.06,KAB. BANGLI,2024-12-30,28.04,26.52,29.72,80.84,9.11,53.9,47,0.2798,168
51.06,KAB. BANGLI,2025-01-06,27.16,25.45,28.87,82.71,9.42,64.26,53,0.3155,168
51.06,KAB. BANGLI,2025-01-13,28.02,26.31,29.72,78.73,8.05,60.02,66,0.3929,168
51.06,KAB. BANGLI,2025-01-20,28.02,26.46,29.79,79.46,9.18,61.62,65,0.3869,168
51.06,KAB. BANGLI,2025-01-27,28.28,26.62,29.96,83.35,10.62,65.03,62,0.369,168
51.06,KAB. BANGLI,2025-02-03,28.37,26.8,30.04,82.72,10.18,61.15,68,0.4048,168
51.06,KAB. BANGLI,2025-02-10,28.64,26.87,30.17,84.46,9.44,65.85,65,0.3869,168
51.06,KAB. BANGLI,2025-02-17,28.8,27.09,30.42,85.42,10.9,73.47,73,0.4345,168
51.06,KAB. BANGLI,2025-02-24,28.73,27.02,30.38,86.61,10.51,73.55,84,0.5,168
51.06,KAB. BANGLI,2025-03-03,29.45,27.66,30.98,88.07,10.9,79.29,84,0.5,168
51.06,KAB. BANGLI,2025-03-10,29.24,27.47,30.99,90.78,11.51,68.96,79,0.4702,168
51.06,KAB. BANGLI,2025-03-17,29.52,27.93,31.08,87.52,12.25,70.91,98,0.5833,168
51.06,KAB. BANGLI,2025-03-24,29.02,27.37,30.61,81.36,11.51,78.96,109,0.6488,168
51.06,KAB. BANGLI,2025-03-31,29.2,27.6,30.99,85.44,13.68,67.15,100,0.5952,168
51.06,KAB. BANGLI,2025-04-07,29.39,27.87,31.07,86.74,13.04,73.43,113,0.6726,168
51.06,KAB. BANGLI,2025-04-14,29.19,27.49,30.83,89.37,10.9,81.28,104,0.619,168
51.06,KAB. BANGLI,2025-04-21,28.82,27.04,30.58,90.05,12.9,70.2,108,0.6429,168
51.06,KAB. BANGLI,2025-04-28,29.55,27.81,31.21,89.1,13.34,72.06,100,0.5952,168
51.06,KAB. BANGLI,2025-05-05,28.77,27.03,30.31,87.13,13.3,76.99,77,0.4583,168
51.06,KAB. BANGLI,2025-05-12,29.59,27.83,31.29,90.8,15.18,71.16,107,0.6369,168
51.06,KAB. BANGLI,2025-05-19,29.35,27.56,30.95,84.24,12.87,72.95,93,0.5536,168
51.06,KAB. BANGLI,2025-05-26,28.83,27.18,30.59,85.23,13.11,76.58,85,0.506,168
51.06,KAB. BANGLI,2025-06-02,29.75,28.06,31.25,87.14,13.08,74.19,91,0.5417,168
51.06,KAB. BANGLI,2025-06-09,29.12,27.36,30.68,84.15,12.76,69.34,82,0.4881,168
51.06,KAB. BANGLI,2025-06-16,28.8,27.23,30.38,84.72,13.07,59.91,89,0.5298,168
51.06,KAB. BANGLI,2025-06-23,27.75,26.23,29.35,84.43,12.98,60.56,74,0.4405,168
51.06,KAB. BANGLI,2025-06-30,28.62,27.09,30.22,78.93,13.28,58.88,76,0.4524,168
51.06,KAB. BANGLI,2025-07-07,27.67,25.93,29.31,81.66,12.41,63.3,59,0.3512,168
51.06,KAB. BANGLI,2025-07-14,27.68,25.89,29.24,82.19,12.48,64.58,61,0.3631,168
51.06,KAB. BANGLI,2025-07-21,28.96,27.29,30.54,84.83,10.21,60.32,54,0.3214,168
51.06,KAB. BANGLI,2025-07-28,27.36,25.76,29.04,83.18,11.4,57.2,42,0.25,168
51.06,KAB. BANGLI,2025-08-04,27.57,26.06,29.17,77.54,11.15,55.65,54,0.3214,168
51.06,KAB. BANGLI,2025-08-11,27.08,25.38,28.74,77.23,10.49,57.87,41,0.244,168
51.07,KAB. KARANGASEM,2024-08-19,28.83,27.14,30.41,81.93,9.71,72.3,83,0.494,168
51.07,KAB. KARANGASEM,2024-08-26,28.76,26.96,30.35,83.02,9.88,62.38,69,0.4107,168
51.07,KAB. KARANGASEM,2024-09-02,28.16,26.47,29.94,76.91,9.55,67.65,37,0.2202,168
51.07,KAB. KARANGASEM,2024-09-09,27.5,25.99,29.16,81.51,9.13,66.16,55,0.3274,168
51.07,KAB. KARANGASEM,2024-09-16,27.79,26.17,29.5,81.76,10.37,60.43,48,0.2857,168
51.07,KAB. KARANGASEM,2024-09-23,27.77,25.97,29.3,82.2,8.93,51.44,72,0.4286,168
51.07,KAB. KARANGASEM,2024-09-30,27.68,26.0,29.25,77.41,7.98,49.77,49,0.2917,168
51.07,KAB. KARANGASEM,2024-10-07,27.52,25.88,29.19,78.64,6.96,44.4,37,0.2202,168
51.07,KAB. KARANGASEM,2024-10-14,27.3,25.54,28.82,78.6,8.7,54.72,41,0.244,168
51.07,KAB. KARANGASEM,2024-10-21,28.83,27.04,30.61,78.4,6.78,47.64,35,0.2083,168
51.07,KAB. KARANGASEM,2024-10-28,26.64,25.0,28.27,77.64,8.41,50.72,42,0.25,168
51.07,KAB. KARANGASEM,2024-11-04,26.67,25.12,28.35,82.31,7.49,40.17,24,0.1429,168
51.07,KAB. KARANGASEM,2024-11-11,27.22,25.59,28.91,79.42,6.08,46.78,9,0.0536,168
51.07,KAB. KARANGASEM,2024-11-18,27.25,25.54,28.81,79.95,7.75,48.22,11,0.0655,168
51.07,KAB. KARANGASEM,2024-11-25,26.33,24.55,27.9,77.74,6.01,42.54,19,0.1131,168
51.07,KAB. KARANGASEM,2024-12-02,26.86,25.17,28.6,79.75,7.49,45.03,12,0.0714,168
51.07,KAB. KARANGASEM,2024-12-09,26.61,25.03,28.39,78.23,8.15,51.76,27,0.1607,168
51.07,KAB. KARANGASEM,2024-12-16,27.26,25.67,28.96,80.8,7.3,50.92,27,0.1607,168
51.07,KAB. KARANGASEM,2024-12-23,26.41,24.8,27.96,74.52,7.44,39.74,21,0.125,168
51.07,KAB. KARANGASEM,2024-12-30,26.25,24.67,27.89,78.02,7.57,45.11,8,0.0476,168
